MIDI,Keyname,OriginalNumericID,SourceSongID,SourcePath,SourceByteSHA256,EstimationSourcePath,EstimationSourceSHA256,NoteContentSHA256,FramePC,CanonicalShift,PrimaryMethod,SecondaryMethod,MappingSource,SourceManifestSHA256
music21_1046.mid,F#,1046,pop1k7:src_004:1046,data/pop1k7_official/Pop1K7/midi_analyzed/src_004/1046.mid,01d1b934972e36e450fc0f0e79407d00d478e79ad26eb2d24245d687828bf834,data/pop1k7_official/Pop1K7/midi_synchronized/src_004/1046.mid,6c827ceb912d74344ce5149d03d7edd0e4245389c78f6586dd66aa1ef0d00861,51414d204b260867efa4e0ee2b982bc31c058fff752e6266aed4f70189a2697b,6,6,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_1047.mid,Bb,1047,pop1k7:src_004:1047,data/pop1k7_official/Pop1K7/midi_analyzed/src_004/1047.mid,bbab00577e256e1b5c45746e90435f5515e0a4f4f9fe50fc52b0f362df358fcb,data/pop1k7_official/Pop1K7/midi_synchronized/src_004/1047.mid,3a6977140c6f98dc920e3ac0f0887e5e4f635ff866fe30c4d272b37e58a1e974,02fdb7d7a60884b5ea02bcca3928e28f48783d9bd91e1212a8d31f3988d800f3,10,2,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_1048.mid,A,1048,pop1k7:src_004:1048,data/pop1k7_official/Pop1K7/midi_analyzed/src_004/1048.mid,564dcfca3c3d06a41b570952cf2a699f7ec148f9d88f8b893deab97fa10c804d,data/pop1k7_official/Pop1K7/midi_synchronized/src_004/1048.mid,74c1cbf05d76018f1a44e31b746af6de3004240778f53702c220771ddab9ed0f,c5bae9f4936341dc94f73d7019caca9e9e36b8038dd55c195c049364ca8f3fdc,9,3,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_1049.mid,F#,1049,pop1k7:src_004:1049,data/pop1k7_official/Pop1K7/midi_analyzed/src_004/1049.mid,b131efce91f661422a23947b134c130caaa2e6a98ebd11ffb377013d402039c3,data/pop1k7_official/Pop1K7/midi_synchronized/src_004/1049.mid,cae42f0a4f2ba641060a9b675505c189c4465048fedebae95849dfcd3ad92108,983b0a3937a55fbfbfb3f43df3647e4b2a5b4fe971756ad3bd97c35bb50c0882,6,6,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_1050.mid,Bb,1050,pop1k7:src_004:1050,data/pop1k7_official/Pop1K7/midi_analyzed/src_004/1050.mid,fe52262a7d25d5466cb8a427eec062d369e3607c4a9437c12f2fabcb832056b5,data/pop1k7_official/Pop1K7/midi_synchronized/src_004/1050.mid,e5df6057a60277fb803ff2e2685374b7623b9e99d59035d98f6c6c026a271122,63f4e284efde683586ee0e88a96d9af37e9a9bd32da2c6955567e30d1d862f47,10,2,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_1051.mid,bb,1051,pop1k7:src_004:1051,data/pop1k7_official/Pop1K7/midi_analyzed/src_004/1051.mid,1a73b2442a842215593b2d4dc8d70c0075b2c195a706a27532d096fa0c384780,data/pop1k7_official/Pop1K7/midi_synchronized/src_004/1051.mid,063cb862a431c2f731e840f917efc37885aef8fe720583c0e09332c2ecceb07c,3ff41f8b72689e31831e39424fca8173ba63af94258ab3058eb43c4c94426852,1,-1,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_1052.mid,Eb,1052,pop1k7:src_004:1052,data/pop1k7_official/Pop1K7/midi_analyzed/src_004/1052.mid,6dfad72f34d549d6fee8e5d9505871c9781fb3a0102f5e17336453b69fb1c35d,data/pop1k7_official/Pop1K7/midi_synchronized/src_004/1052.mid,fcfb3ec90b1af16ccc0667f0246c7cd0294d2104a887fe3ff2b0586de8641f16,6546ae2aa6a82c7d71e4c26a91895da6518b39d56abfd105197457e4dad8e13e,3,-3,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_1054.mid,E,1054,pop1k7:src_004:1054,data/pop1k7_official/Pop1K7/midi_analyzed/src_004/1054.mid,a8d5d842f6012819a72cf1ac4bd4de73abf3f08d05b933dfe84b66c16ecca352,data/pop1k7_official/Pop1K7/midi_synchronized/src_004/1054.mid,0c15b7070203851d28e52456817d9aaa8ff48b9fc58ff5a8b9769a62f3c80d9f,ec15148da2e6d6fad7fd11d22114a5616fa5802c1f5cf36521ccf6f28167f49b,4,-4,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_1055.mid,Bb,1055,pop1k7:src_004:1055,data/pop1k7_official/Pop1K7/midi_analyzed/src_004/1055.mid,f83a00de969811ec0e7fb89ea1a67dbd36b665eda28982510bf5f1c940ee36ff,data/pop1k7_official/Pop1K7/midi_synchronized/src_004/1055.mid,d4bc6e67045b035be03368b41fafa7107226aa3a266473a313dca06c7cd31841,7999603158a8cc17fa426cfa0068f8a82ee2ecaa0a144f238a2633ce1c31ee5e,10,2,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_1057.mid,ab,1057,pop1k7:src_004:1057,data/pop1k7_official/Pop1K7/midi_analyzed/src_004/1057.mid,bd0e117500e6a7c63d004d49fdd73290a75e09fcd4bc9f433c4aa63b2fe37258,data/pop1k7_official/Pop1K7/midi_synchronized/src_004/1057.mid,6ecbc49b014992da97081727130e83a80db97b28253fd4decffed548f52b97e0,8629184ac9afbd2eb36515399160acdd2b132701f08ec00086da07a8c24283be,11,1,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_1058.mid,A,1058,pop1k7:src_004:1058,data/pop1k7_official/Pop1K7/midi_analyzed/src_004/1058.mid,bed7a561f5411276f1ea86efad9ae534e24bb87c6168d5a9b37275cf317cfeb3,data/pop1k7_official/Pop1K7/midi_synchronized/src_004/1058.mid,1a503b2b370c71537544e94eb40ecf1d08b6914f3cf716a9a241454786620a45,35a045fe25dcea46a76fa9d33bcfea50b5d79b3598809f8e99376a62f268021e,9,3,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_1059.mid,G,1059,pop1k7:src_004:1059,data/pop1k7_official/Pop1K7/midi_analyzed/src_004/1059.mid,0c63e64dbe467c22ba6994a0f3203892e71e5200d910615b9730c36a6c178cb7,data/pop1k7_official/Pop1K7/midi_synchronized/src_004/1059.mid,986ba099d808b3d37d28488ff1736abf5a1a81fd9fb50799111e7fb5b9347119,fd5a2c878a9162515c24f6a489f3f95e575c81e185c834a9a98c998148d14ef1,7,5,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_1060.mid,D,1060,pop1k7:src_004:1060,data/pop1k7_official/Pop1K7/midi_analyzed/src_004/1060.mid,9c61b314fd88e87303cdf6eef5a2ce84503fd08a50dc4ee548f378763ef6088d,data/pop1k7_official/Pop1K7/midi_synchronized/src_004/1060.mid,daec082312cbb9e31feb10421e469c0aa54e3de4792c3e726097edb86561ce35,a9416ccc0dc62095be0cc4e3a5d022f4e220e4b9710f69f1b46c60bf0e2058f3,2,-2,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_1061.mid,C,1061,pop1k7:src_004:1061,data/pop1k7_official/Pop1K7/midi_analyzed/src_004/1061.mid,648c647ddfc65d1dac80d9cf5356968c557150e0178863574550b241617f17f9,data/pop1k7_official/Pop1K7/midi_synchronized/src_004/1061.mid,ac6563d106908c576235f4f75da052675ed86faf49f06b1267e8b9c70277415c,10eebcf379c70d70ad10d7e5ba58a0b8bbccd9f4e6e3d865e535c03b64c9c7a1,0,0,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_1062.mid,d,1062,pop1k7:src_004:1062,data/pop1k7_official/Pop1K7/midi_analyzed/src_004/1062.mid,39332e3e3893c69584af6a99f33b8b88a8ae7c44fb343006a42ad94bf5bb839c,data/pop1k7_official/Pop1K7/midi_synchronized/src_004/1062.mid,758d64f61e5efcf9aa3c2ff9143d332e9ccbb8cbce73cf6bbfd6b7432f069371,8531abbc435cbf7cf23e59c7dba47cb484e2e4f767ea04f60601cc16be2561b6,5,-5,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_1063.mid,a,1063,pop1k7:src_004:1063,data/pop1k7_official/Pop1K7/midi_analyzed/src_004/1063.mid,7a5ad2bda50cdbb8e95a709f8443c8501e34fd05d89a4efad07bf8204ece9890,data/pop1k7_official/Pop1K7/midi_synchronized/src_004/1063.mid,bec2766f3bec0acc7fea77fce34775e64bd4e46f6ef36546404777ff3cac7a98,64fe442da255f909f9604c28d6faf826d68d54285a3e2038c10191f2b6631186,0,0,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_1064.mid,D,1064,pop1k7:src_004:1064,data/pop1k7_official/Pop1K7/midi_analyzed/src_004/1064.mid,2f138a11b5506f9f2d6c0c8863f8305ce4e647e3a3af64eeb918e99b01bb9b21,data/pop1k7_official/Pop1K7/midi_synchronized/src_004/1064.mid,f39e9b41c7e0e0982d055e5ceb516b86d61227f79e4dc42b27dbc2acf09a2744,4ab6483242e2dd6457e8f1c8de8029c87c7740d179f60f6e9375d8a6f357a2d4,2,-2,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_1065.mid,Ab,1065,pop1k7:src_004:1065,data/pop1k7_official/Pop1K7/midi_analyzed/src_004/1065.mid,d7e5af8916121bf7185a1457d1809bf5ca5d05615c23f992c2304657b25e8fa7,data/pop1k7_official/Pop1K7/midi_synchronized/src_004/1065.mid,48d9c217df6af43a94467e8f11875351f2aedeb536e4c108dd20fc9247d5a0df,e39ee15b9cff83a98559c5b2f1cb8476fa32799d2fa4095db830988660ef09f1,8,4,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_1066.mid,F,1066,pop1k7:src_004:1066,data/pop1k7_official/Pop1K7/midi_analyzed/src_004/1066.mid,94366a979b97f7511c59f3af5780fe1d0ec738394ac9da702a3d200308ecbcb6,data/pop1k7_official/Pop1K7/midi_synchronized/src_004/1066.mid,c9892935e4ef5b52d0cc6ba0c66cb0904176667ce3e306bd7e83828c93f4f48a,110ba1b25748887ee0123b53f8f38b84ae84dce34d3d9bd69c61f1c2cec755e9,5,-5,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_1067.mid,E,1067,pop1k7:src_004:1067,data/pop1k7_official/Pop1K7/midi_analyzed/src_004/1067.mid,bb976ff2b03bb532239a812b1ab0751514c5cf89fb958c56f26c2f868d8083d4,data/pop1k7_official/Pop1K7/midi_synchronized/src_004/1067.mid,5dca5d20d6815af586d2be3ed158a3b28578dc5f16796a45d12727ca33d21d1d,5b8fa785bc19b3f095a9f7baccc09c3af4b06f89ecd17d8124e742259f9f6e5b,4,-4,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_1068.mid,G,1068,pop1k7:src_004:1068,data/pop1k7_official/Pop1K7/midi_analyzed/src_004/1068.mid,c620a24a9363fa0046ce805b3c88112f856f6b7e4d83a164c039c9e803c4f415,data/pop1k7_official/Pop1K7/midi_synchronized/src_004/1068.mid,5b7a85f21dee76ff7b21d44da66eb44ad0881033cf819f5c58ef7459828d07d9,a32d3d8298f6370b0ec0bef87b0ddc7b7627b64d2e305c51a410f35ae34e019e,7,5,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_1069.mid,F#,1069,pop1k7:src_004:1069,data/pop1k7_official/Pop1K7/midi_analyzed/src_004/1069.mid,4379c850778ff383b123fe0951ebe0a663321396031b42a567de5fbae5fd1961,data/pop1k7_official/Pop1K7/midi_synchronized/src_004/1069.mid,cf190a558124654adbcd9f546e57d0bf4af453bf8f3d929e454ecf8efd98ac32,f9632cadaa840172a623780e933c553ed1f0a2deed9c6333437baef6f6acfafe,6,6,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_1070.mid,F#,1070,pop1k7:src_004:1070,data/pop1k7_official/Pop1K7/midi_analyzed/src_004/1070.mid,58260946f2be84d703da16db5f759f735305d082840b3a71c119580e4a2b7ce5,data/pop1k7_official/Pop1K7/midi_synchronized/src_004/1070.mid,ef6c572b10ca814e6c65a41ba2597d4cf6088b06c04e136d4395d37adb8f4ca5,7ebaf414da548b0c2ce6a5fa104b2cfb0bc4fbc1134dc56c34422450db2119b0,6,6,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_1071.mid,g,1071,pop1k7:src_004:1071,data/pop1k7_official/Pop1K7/midi_analyzed/src_004/1071.mid,cfe986de624f2bbef3bf4d1c311d28e857b3c24f2eef59297b7817461b933d6f,data/pop1k7_official/Pop1K7/midi_synchronized/src_004/1071.mid,616c9473b71364861392b62f543bf347c017ee8678101a370f90dde14afc5613,b058765e08fd0648c5fcf2861f7fe0145abc40d1fda60b64b2bd74eb24905025,10,2,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_1073.mid,C#,1073,pop1k7:src_004:1073,data/pop1k7_official/Pop1K7/midi_analyzed/src_004/1073.mid,b53c0dcce4a9333e1e88a7d86e29ec9fedbd30cf3d9131b6a65fa4c045343b6f,data/pop1k7_official/Pop1K7/midi_synchronized/src_004/1073.mid,7cf7c2c533f8cdd0d9f30514446460fd6db903b5136f39a6c3ea29907e3e8162,919d8b43164cc8aa0d2f23bb73f49639e11a49e8ce46ef3abe978acbd372b6f0,1,-1,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_1074.mid,G,1074,pop1k7:src_004:1074,data/pop1k7_official/Pop1K7/midi_analyzed/src_004/1074.mid,14b13c158fa1ca9e24ba18345a6453f77f1903e288a81264abdbb76a005538d4,data/pop1k7_official/Pop1K7/midi_synchronized/src_004/1074.mid,f64b3c84532af18882029c10b024053c8249ed8f2322d2a1170e52fabbb9c11d,601fca7fa75e81f0d24d314d3db59626c08dfbbbb30398178f05bef04f33782b,7,5,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_1075.mid,C,1075,pop1k7:src_004:1075,data/pop1k7_official/Pop1K7/midi_analyzed/src_004/1075.mid,94c49fd47c86b5fd577ec3fd7a3e2e79a1ffa652ce4edfa7b650680e07c6a033,data/pop1k7_official/Pop1K7/midi_synchronized/src_004/1075.mid,3df86c6c955cef5a0e777f81f2dd738c23ad807632279eb4abd0e98d82879567,3be985d5992c03dc9bfd93c567b98df3cd34800da7b43998798d806f04183ba8,0,0,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_1076.mid,A,1076,pop1k7:src_004:1076,data/pop1k7_official/Pop1K7/midi_analyzed/src_004/1076.mid,9a4bae77089cf9c22aae70bc4be583a7a39b9065124bdb92d631a22063f556bb,data/pop1k7_official/Pop1K7/midi_synchronized/src_004/1076.mid,8b21f746e65137d5335d441d3547964353aafb6e565b2c5907a9624502b8338c,9ae91aa9e9b34e44026a545f899ad20632f74d268a87713f5cac29b805a7b454,9,3,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_1077.mid,c#,1077,pop1k7:src_004:1077,data/pop1k7_official/Pop1K7/midi_analyzed/src_004/1077.mid,1a5ab80a08bbdfeeadd87850abc577abf9255f521c07ef36442f09f9a12b8569,data/pop1k7_official/Pop1K7/midi_synchronized/src_004/1077.mid,c17fad924f6b964af0e9aadd050d68afe9dc858083f6a3e33a1c5db5b384141a,62801b8df40d026b0780e624309a6252b7cef94c8c836221a3d102831d98457c,4,-4,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_1078.mid,C#,1078,pop1k7:src_004:1078,data/pop1k7_official/Pop1K7/midi_analyzed/src_004/1078.mid,f6599dce2c46c2dd40d2eb17836f91a2d0ed9466dc36be1d05d553d184e27e28,data/pop1k7_official/Pop1K7/midi_synchronized/src_004/1078.mid,a720656ca90be11e31dae09b7e642715034487a40ee13e73e25c724298d8e643,a89db51081defc5a3555440a678a04d1a62e258a79d557e6412106c3f87b20b2,1,-1,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_1080.mid,eb,1080,pop1k7:src_004:1080,data/pop1k7_official/Pop1K7/midi_analyzed/src_004/1080.mid,7f60d6e6dde887ecc9983ef09d012b348da28f32026dae95260d2a0572884a72,data/pop1k7_official/Pop1K7/midi_synchronized/src_004/1080.mid,3b14bd64946fac092876be5744eb51842706d23172a16f59ef493a0bc007cefd,c6a94ee7b4b4e4bbd9885832d8ff3b775ecb9babd9e5aac29e85d417cecb164a,6,6,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_1081.mid,C,1081,pop1k7:src_004:1081,data/pop1k7_official/Pop1K7/midi_analyzed/src_004/1081.mid,d2b5ebdb5de829accd7f06eb32b1caf209cf02b1287853648f0a5b5832a3b029,data/pop1k7_official/Pop1K7/midi_synchronized/src_004/1081.mid,9a1e496486d7b89e45180e1981d87f2ed0b41ac273938ac7c672602256ae0742,5dfa59378a8382e9e1ada5c750dbab8b874b30641d62498d2695223aa36718b3,0,0,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_1082.mid,Bb,1082,pop1k7:src_004:1082,data/pop1k7_official/Pop1K7/midi_analyzed/src_004/1082.mid,bee6ada49e6f04b29f1ef06149339e6fdc76a5a93b8dedfc4c0a3a9aab1d3024,data/pop1k7_official/Pop1K7/midi_synchronized/src_004/1082.mid,51210964dd7c71e4b02a54726a8115ed2860252c50a1db15fcc61e8215953767,e872a580443938b409259009a6eb53a9d07b3b22b044edce3f6534680c05eaf5,10,2,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_1084.mid,D,1084,pop1k7:src_004:1084,data/pop1k7_official/Pop1K7/midi_analyzed/src_004/1084.mid,b653ae0dec79f096521bc1eaba52796fd8df5fb04aa262332f400f80da0309a5,data/pop1k7_official/Pop1K7/midi_synchronized/src_004/1084.mid,afa5bb5c4afb912ec84d163de4305a53b240c68a15fb70506cdee34bd1280d08,82a5636308640a07ba3a12cabf166408e40afea29ade076e4f7cb3159585617f,2,-2,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_1086.mid,E,1086,pop1k7:src_004:1086,data/pop1k7_official/Pop1K7/midi_analyzed/src_004/1086.mid,e02f1a95c73d1365ea12454cf65e909137c199a62a65766edb6a06f949b54b14,data/pop1k7_official/Pop1K7/midi_synchronized/src_004/1086.mid,a01ebb10311569bc794f37c01510f1a97a04b10c25abe4fa30bce7b7afcbdcd7,0ae8de12adcb01cdc91c3ae291e0785174cc0de016782a93378a6fd44f9ae7a1,4,-4,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_1087.mid,d,1087,pop1k7:src_004:1087,data/pop1k7_official/Pop1K7/midi_analyzed/src_004/1087.mid,8eea21518131b01686f2d6ad5c72f0c673b40149768f161adc7f7e7425116007,data/pop1k7_official/Pop1K7/midi_synchronized/src_004/1087.mid,3ce471363cc30fc9903abcce39790d0cc2ddd82b111e6632e524f201fde97db0,9289905e484d4ca05977c3b404dd9024c27a5fcc3d2eaa808eedb7cff0f68c0a,5,-5,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_1089.mid,F,1089,pop1k7:src_004:1089,data/pop1k7_official/Pop1K7/midi_analyzed/src_004/1089.mid,3bec884220188c481870e9192b9f3d741611dbe4a33d5df5c03185265a14dbe5,data/pop1k7_official/Pop1K7/midi_synchronized/src_004/1089.mid,ebca14e4a9d75fead164ee40051bb82768d2a6fe51dae3992d591caaf9e2e3a2,b215f47226d4f13239d62db27cf6e432e58776b46a6f7ed1d9029a70a89a5f29,5,-5,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_1092.mid,f#,1092,pop1k7:src_004:1092,data/pop1k7_official/Pop1K7/midi_analyzed/src_004/1092.mid,cd97a0ba881ebdd9c65d9aa1e99ac8d07790dcdc02032322bd0f8f82fd0e281b,data/pop1k7_official/Pop1K7/midi_synchronized/src_004/1092.mid,00bf684ae768e9c07d2c57a756e6a6df89d6019af36a7e51caa24eff46890850,f6cb8aa5bbed093730391081f8d00c04d052b2f3fa8b812e36708e969ba8d701,9,3,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_1093.mid,Bb,1093,pop1k7:src_004:1093,data/pop1k7_official/Pop1K7/midi_analyzed/src_004/1093.mid,8bc2a23a433f7f1c79285e5e5cfe813c9338dbbe849e62bef1131174fba279d5,data/pop1k7_official/Pop1K7/midi_synchronized/src_004/1093.mid,22308094affdb386095ae29e908b5fd3a757f31d70bbca38ea17631333d78cb4,4e4fca39a7eb6640d072ab27bccdc33aeaf52476e1ab54187c70b002246ea7ff,10,2,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_1094.mid,C#,1094,pop1k7:src_004:1094,data/pop1k7_official/Pop1K7/midi_analyzed/src_004/1094.mid,dd6a7bd0d44f744f5f6568d1c6e76f04e74f6cf86440e4fe7c6a1a14f3b15f40,data/pop1k7_official/Pop1K7/midi_synchronized/src_004/1094.mid,fa307ca020c7b371d21e0cb51a8cae4b0620b1aeb0799dd3819eca8561652716,e40c52774443a6cf494866e477f0616c22a4d7af99673a74b9dae5535e52a6ca,1,-1,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_1095.mid,F,1095,pop1k7:src_004:1095,data/pop1k7_official/Pop1K7/midi_analyzed/src_004/1095.mid,248d1fb44c008eafe0523fccb7327c29ff14694ac971f014f6737745806f4377,data/pop1k7_official/Pop1K7/midi_synchronized/src_004/1095.mid,f3413d25f54e222e97022cf99ec9c6c8454a9ceebf6f3956604d62270ae435f8,babae043eed00f612c360f4c8329b029fb69ff24696258c67c94cb50846d9465,5,-5,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_1096.mid,Eb,1096,pop1k7:src_004:1096,data/pop1k7_official/Pop1K7/midi_analyzed/src_004/1096.mid,87515e67733faf48f47cf7fe473b8d0b3a5b23ccbcecad266637bc2976397171,data/pop1k7_official/Pop1K7/midi_synchronized/src_004/1096.mid,47af0002e93f033921461ee56a85537f2c61609316d335382123b1882a3a79b1,d031622215c70c9159b391f8fae2bf2d2951c7a0b78c46c47f8053d2198e83b2,3,-3,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_1097.mid,Ab,1097,pop1k7:src_004:1097,data/pop1k7_official/Pop1K7/midi_analyzed/src_004/1097.mid,ae433bf1f1bcc2bf55de3009862e234ef47c64e4ed41894c4af2887a370009ae,data/pop1k7_official/Pop1K7/midi_synchronized/src_004/1097.mid,49d91331041f837b38172b8127a9bcbe50503454ef8ec6a82da46ad3c454f3db,73860eeff46275fe51aef06868b1253900e79b9c100b23c59ed4749f2890891c,8,4,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
